Date;Day;Action;Protester;State/target;Agent;Event;Country;Location;Issue;Link date;Time ;# Protesters;Arrests;Injuries;Deaths;Prop. Damage;# State;Injuries;State killed;OSD;Source;Story date;No event found
27/04/1993;Tue;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
28/04/1993;Wed;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
29/04/1993;Thu;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
30/04/1993;Fri;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
01/05/1993;Sat;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
02/05/1993;Sun;;;;;;;;;;;;;;;;;;;;;;no event
03/05/1993;Mon;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
04/05/1993;Tue;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
05/05/1993;Wed;rally;disabled citizens;government;Dail;demand rights & release 1,000 red balloons;Ireland;Dublin;disabled rights;;;30;0;0;0;Y;0;0;0;30001;The Herald;06/05/1993;
05/05/1993;Wed;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
06/05/1993;Thu;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
07/05/1993;Fri;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
08/05/1993;Sat;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
09/05/1993;Sun;;;;;;;;;;;;;;;;;;;;;;no event
10/05/1993;Mon;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
11/05/1993;Tue;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
12/05/1993;Wed;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
13/05/1993;Thu;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
14/05/1993;Fri;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
15/05/1993;Sat;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
16/05/1993;Sun;;;;;;;;;;;;;;;;;;;;;;no event
17/05/1993;Mon;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
18/05/1993;Tue;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
19/05/1993;Wed;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
20/05/1993;Thu;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
21/05/1993;Fri;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
22/05/1993;Sat;;;;;;;;;;;;;;;;;;;;;;no event
23/05/1993;Sun;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
24/05/1993;Mon;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;01/06/1993;
24/05/1993;Mon;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
25/05/1993;Tue;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;01/06/1993;
25/05/1993;Tue;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
26/05/1993;Wed;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;01/06/1993;
26/05/1993;Wed;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
27/05/1993;Thu;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;01/06/1993;
27/05/1993;Thu;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
28/05/1993;Fri;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;01/06/1993;
28/05/1993;Fri;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
29/05/1993;Sat;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;01/06/1993;
29/05/1993;Sat;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
30/05/1993;Sun;vigil;Amnesty International;U.S.;embassy;against forthcoming execution;Ireland;Dublin;execution;;;31;0;0;0;N;0;0;0;30001;Irish Times;31/05/1993;
30/05/1993;Sun;petition;Amnesty International;U.S.;embassy;against forthcoming execution;Ireland;Dublin;execution;;;20000;0;0;0;N;0;0;0;30001;Irish Times;31/05/1993;
31/05/1993;Mon;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;01/06/1993;
31/05/1993;Mon;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
01/06/1993;Tue;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;02/06/1993;
01/06/1993;Tue;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
02/06/1993;Wed;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;05/06/1993;
02/06/1993;Wed;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
03/06/1993;Thu;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;05/06/1993;
03/06/1993;Thu;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
04/06/1993;Fri;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;05/06/1993;
04/06/1993;Fri;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
05/06/1993;Sat;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;29/06/1993;
05/06/1993;Sat;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
06/06/1993;Sun;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;29/06/1993;
07/06/1993;Mon;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;29/06/1993;
07/06/1993;Mon;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
08/06/1993;Tue;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;29/06/1993;
08/06/1993;Tue;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
09/06/1993;Wed;slowdown;nurses;government;hospitals;work to rule for higher pay;Ireland;Ireland;wages;;;1300;0;0;0;N;0;0;0;678827;Irish Times;10/06/1993;
09/06/1993;Wed;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;29/06/1993;
09/06/1993;Wed;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
10/06/1993;Thu;slowdown;nurses;government;hospitals;work to rule for higher pay;Ireland;Ireland;wages;;;13000;0;0;0;N;0;0;0;678827;Irish Times;11/06/1993;
10/06/1993;Thu;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;29/06/1993;
10/06/1993;Thu;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
11/06/1993;Fri;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;29/06/1993;
11/06/1993;Fri;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
12/06/1993;Sat;assassination;INLA;INLA;;shoot & injure former leader McGlinchey;Ireland;Dundalk;Irish unity;;;2;0;0;0;Y;0;0;0;26731;Daily Mail;13/06/1993;
12/06/1993;Sat;demonstration;bakers;firm;Pat the Baker;protest failure to have union in plants;Ireland;Dublin;union rights;;;400;0;0;0;N;0;0;0;678827;Irish Times;14/06/1993;
12/06/1993;Sat;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;29/06/1993;
12/06/1993;Sat;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
13/06/1993;Sun;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;29/06/1993;
14/06/1993;Mon;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;29/06/1993;
14/06/1993;Mon;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
15/06/1993;Tue;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;29/06/1993;
15/06/1993;Tue;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
16/06/1993;Wed;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;29/06/1993;
16/06/1993;Wed;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
17/06/1993;Thu;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;29/06/1993;
17/06/1993;Thu;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
18/06/1993;Fri;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;29/06/1993;
18/06/1993;Fri;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
19/06/1993;Sat;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;29/06/1993;
19/06/1993;Sat;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
20/06/1993;Sun;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;29/06/1993;
21/06/1993;Mon;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;29/06/1993;
21/06/1993;Mon;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
22/06/1993;Tue;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;29/06/1993;
22/06/1993;Tue;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
23/06/1993;Wed;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;29/06/1993;
23/06/1993;Wed;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
24/06/1993;Thu;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;29/06/1993;
24/06/1993;Thu;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
25/06/1993;Fri;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;29/06/1993;
25/06/1993;Fri;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
26/06/1993;Sat;demonstration;gays & lesbians;government;;march for gay rights;Ireland;Dublin;gay rights;;;700;0;0;0;N;0;0;0;30001;Irish Times;27/06/1993;
26/06/1993;Sat;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;29/06/1993;
26/06/1993;Sat;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
27/06/1993;Sun;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;29/06/1993;
28/06/1993;Mon;raid;PIRA;government;police;find arms cache;Ireland;Monaghan;terror;;;0;0;0;0;N;31;0;0;26731;Irish Times;29/06/1993;
28/06/1993;Mon;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;29/06/1993;
28/06/1993;Mon;demonstration;airport workers;government;Prime Minister;demand that Aer Lingus stays in Shannon airport;Ireland;Shannon;unemployment;;;400;0;0;0;N;0;0;0;678827;Irish Times;29/06/1993;
28/06/1993;Mon;boycott;Green party;U.S.;;boycott Ambassador talk because of bombing Bagdhad;Ireland;Cork;U.S. bombing;;;31;0;0;0;N;0;0;0;30001;Irish Times;29/06/1993;
28/06/1993;Mon;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
29/06/1993;Tue;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;30/06/1993;
29/06/1993;Tue;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
30/06/1993;Wed;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;01/07/1993;
30/06/1993;Wed;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
01/07/1993;Thu;strike;maintenance workers;government;Dublin Bus;strike for higher pay;Ireland;Dublin;wages;;;280;0;0;0;N;0;0;0;678827;Irish Times;03/07/1993;
01/07/1993;Thu;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
02/07/1993;Fri;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
03/07/1993;Sat;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
04/07/1993;Sun;;;;;;;;;;;;;;;;;;;;;;no event
05/07/1993;Mon;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
06/07/1993;Tue;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
07/07/1993;Wed;rally;airport workers;government;;rally against job losses;Ireland;Dublin;unemployment;;;1000;0;0;0;N;0;0;0;678827;Irish Times;08/07/1993;
07/07/1993;Wed;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
08/07/1993;Thu;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
09/07/1993;Fri;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
10/07/1993;Sat;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
11/07/1993;Sun;;;;;;;;;;;;;;;;;;;;;;no event
12/07/1993;Mon;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
13/07/1993;Tue;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
14/07/1993;Wed;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
15/07/1993;Thu;obstruction;Greenpeace;firm;Mitsui;block effluent drainage pipe into harbor;Ireland;Cork;pollution;;;3;0;0;0;Y;0;0;0;30001;Irish Times;16/07/1993;
15/07/1993;Thu;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
16/07/1993;Fri;symbolic;Greenpeace;firm;Sandoz;put 300 crosses on front lawn of plant;Ireland;Cork;pollution;;;10;0;0;0;N;0;0;0;30001;Irish Times;17/07/1993;
16/07/1993;Fri;occupation;Greenpeace;firm;Sandoz;occupy toxic-waste incinerator;Ireland;Cork;pollution;;;8;0;0;0;N;0;0;0;30001;Irish Times;17/07/1993;
16/07/1993;Fri;obstruction;Greenpeace;firm;Sandoz;chain themselves to plant gate;Ireland;Cork;pollution;;;6;0;0;0;N;0;0;0;30001;Irish Times;17/07/1993;
16/07/1993;Fri;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
17/07/1993;Sat;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
18/07/1993;Sun;;;;;;;;;;;;;;;;;;;;;;no event
19/07/1993;Mon;rally;ACRA;government;telephone;protest raise of fees on telephone service;Ireland;Dublin;phone fees;;;101;0;0;0;N;0;0;0;30001;Irish Times;20/07/1993;
19/07/1993;Mon;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
20/07/1993;Tue;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
21/07/1993;Wed;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
22/07/1993;Thu;rally;animal rights activists;Spain;embassy;rally against bull fighting on international day of bull fighting;Ireland;Dublin;animal rights;;12:00-14:00;31;0;0;0;N;0;0;0;30001;Irish Times;23/07/1993;
22/07/1993;Thu;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
23/07/1993;Fri;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
24/07/1993;Sat;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
25/07/1993;Sun;;;;;;;;;;;;;;;;;;;;;;no event
26/07/1993;Mon;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
27/07/1993;Tue;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
28/07/1993;Wed;convict;INLA;government;court;"convict for pub robbery; 10-year sentence";Ireland;Dublin;terror;12/04/1993;;4;4;0;0;N;0;0;0;26731;Irish Times;29/07/1993;
28/07/1993;Wed;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
29/07/1993;Thu;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
30/07/1993;Fri;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
31/07/1993;Sat;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
01/08/1993;Sun;;;;;;;;;;;;;;;;;;;;;;no event
02/08/1993;Mon;strike;bakers;firm;Pat the Baker;seek union in plant;Ireland;Dublin;union rights;;;16;0;0;0;N;0;0;0;678827;Irish Times;03/08/1993;
03/08/1993;Tue;demonstration;feminists;firm;Teach Pheig;object to payment for topless dancing;Ireland;Ballyferriter;women's rights;;;31;0;0;0;N;0;0;0;300001;Reuters;04/08/1993;
04/08/1993;Wed;raid;PIRA;government;police;find arms cache;Ireland;Ballybofey;terror;;;0;0;0;0;N;31;0;0;26731;Reuters;05/08/1993;
05/08/1993;Thu;;;;;;;;;;;;;;;;;;;;;;no event
06/08/1993;Fri;petition;feminists;government;justice ministry;against payment for topless dancing;Ireland;Ballyferriter;women's rights;03/08/1993;;1700;0;0;0;N;0;0;0;300001;Reuters;06/08/1993;
07/08/1993;Sat;;;;;;;;;;;;;;;;;;;;;;no event
08/08/1993;Sun;;;;;;;;;;;;;;;;;;;;;;no event
09/08/1993;Mon;;;;;;;;;;;;;;;;;;;;;;no event
10/08/1993;Tue;;;;;;;;;;;;;;;;;;;;;;no event
11/08/1993;Wed;;;;;;;;;;;;;;;;;;;;;;no event
12/08/1993;Thu;;;;;;;;;;;;;;;;;;;;;;no event
13/08/1993;Fri;demonstration;ACRA;government;;protest increase in phone charges;Ireland;Dublin;phone fees;;;31;0;0;0;N;0;0;0;30001;Irish Times;14/08/1993;
14/08/1993;Sat;;;;;;;;;;;;;;;;;;;;;;no event
15/08/1993;Sun;;;;;;;;;;;;;;;;;;;;;;no event
16/08/1993;Mon;;;;;;;;;;;;;;;;;;;;;;no event
17/08/1993;Tue;;;;;;;;;;;;;;;;;;;;;;no event
18/08/1993;Wed;;;;;;;;;;;;;;;;;;;;;;no event
19/08/1993;Thu;;;;;;;;;;;;;;;;;;;;;;no event
20/08/1993;Fri;demonstration;ACRA;government;;protest increase in phone charges;Ireland;Galway;phone fees;;;101;0;0;0;N;0;0;0;30001;Irish Times;21/08/1993;
21/08/1993;Sat;;;;;;;;;;;;;;;;;;;;;;no event
22/08/1993;Sun;;;;;;;;;;;;;;;;;;;;;;no event
23/08/1993;Mon;;;;;;;;;;;;;;;;;;;;;;no event
24/08/1993;Tue;bomb-nd;UVF;government;;army defuses firebomb at bus station;Ireland;Dublin;British unity;;;3;0;0;0;N;8;0;0;3001;Irish Times;25/08/1993;
24/08/1993;Tue;bomb-nd;UVF;government;;army defuses firebomb at bus station;Ireland;Dundalk;British unity;;;3;0;0;0;N;8;0;0;3001;Irish Times;25/08/1993;
25/08/1993;Wed;;;;;;;;;;;;;;;;;;;;;;no event
26/08/1993;Thu;;;;;;;;;;;;;;;;;;;;;;no event
27/08/1993;Fri;arrest;PIRA;government;police;arrest radical priest with stolen goods;Ireland;Dublin;terror;;;1;1;0;0;N;8;0;0;26731;Evening Standard;27/08/1993;
28/08/1993;Sat;;;;;;;;;;;;;;;;;;;;;;no event
29/08/1993;Sun;;;;;;;;;;;;;;;;;;;;;;no event
